Symbol,Company Name,Industry,Market Cap
SFR,Appreciate Holdings Inc.,Real Estate Services,14.67M
SFST,Southern First Bancshares Inc.,Banks - Regional,202.57M
SFT,Shift Technologies Inc.,Auto & Truck Dealerships,27.30M
SFWL,Shengfeng Development Limited,Integrated Freight & Logistics,791.86M
SG,Sweetgreen Inc.,Restaurants,1.09B
SGA,Saga Communications Inc.,Broadcasting,126.76M
SGBX,SG Blocks Inc.,Metal Fabrication,11.43M
SGC,Superior Group of Companies Inc.,Apparel Manufacturing,144.03M
SGE,Strong Global Entertainment Inc.,Entertainment,22.33M
SGEN,Seagen Inc.,Biotechnology,36.63B
SGH,SMART Global Holdings Inc.,Semiconductors,1.13B
SGHC,Super Group (SGHC) Limited,Gambling,1.58B
SGHT,Sight Sciences Inc.,Medical Devices,364.42M
SGII,Seaport Global Acquisition II Corp.,Shell Companies,81.45M
SGLY,Singularity Future Technology Ltd.,Integrated Freight & Logistics,9.03M
SGMA,SigmaTron International Inc.,Electronic Components,20.77M
SGML,Sigma Lithium Corporation,Other Industrial Metals & Mining,4.12B
SGMO,Sangamo Therapeutics Inc.,Biotechnology,197.60M
SGRP,SPAR Group Inc.,Specialty Business Services,28.95M
SGRY,Surgery Partners Inc.,Medical Care Facilities,5.03B
SGTX,Sigilon Therapeutics Inc.,Biotechnology,10.76M
SGU,Star Group L.P.,Oil & Gas Refining & Marketing,502.35M
SHAK,Shake Shack Inc.,Restaurants,2.90B
SHAP,Spree Acquisition Corp. 1 Limited,Shell Companies,273.21M
SHBI,Shore Bancshares Inc.,Banks - Regional,231.41M
SHC,Sotera Health Company,Diagnostics & Research,4.17B
SHCO,Soho House & Co Inc.,Lodging,1.24B
SHCR,Sharecare Inc.,Health Information Services,600.47M
SHEL,Shell plc,Oil & Gas Integrated,198.79B
SHEN,Shenandoah Telecommunications Company,Telecom Services,999.91M
SHFS,SHF Holdings Inc.,Banks - Regional,23.44M
SHG,Shinhan Financial Group Co. Ltd.,Banks - Regional,13.80B
SHIP,Seanergy Maritime Holdings Corp.,Marine Shipping,87.05M
SHLS,Shoals Technologies Group Inc.,Solar,4.11B
SHLT,SHL Telemedicine Ltd.,Health Information Services,221.31M
SHO,Sunstone Hotel Investors Inc.,REIT - Hotel & Motel,2.16B
SHOO,Steven Madden Ltd.,Footwear & Accessories,2.48B
SHOP,Shopify Inc.,Software - Application,73.59B
SHPH,Shuttle Pharmaceuticals Holdings Inc.,Drug Manufacturers - Specialty & Generic,14.84M
SHPW,Shapeways Holdings Inc.,Specialty Industrial Machinery,26.69M
SHUA,SHUAA Partners Acquisition Corp I,Shell Companies,144.64M
SHW,The Sherwin-Williams Company,Specialty Chemicals,62.11B
SHYF,The Shyft Group Inc.,Farm & Heavy Construction Machinery,883.01M
SIBN,SI-BONE Inc.,Medical Devices,926.26M
SID,Companhia Siderúrgica Nacional,Steel,3.49B
SIDU,Sidus Space Inc.,Aerospace & Defense,10.08M
SIEB,Siebert Financial Corp.,Capital Markets,103.08M
SIEN,Sientra Inc.,Medical Devices,18.24M
SIF,SIFCO Industries Inc.,Aerospace & Defense,14.64M
SIFY,Sify Technologies Limited,Telecom Services,268.63M
SIG,Signet Jewelers Limited,Luxury Goods,2.95B
SIGA,SIGA Technologies Inc.,Drug Manufacturers - Specialty & Generic,399.10M
SIGI,Selective Insurance Group Inc.,Insurance - Property & Casualty,5.99B
SII,Sprott Inc.,Asset Management,872.04M
SILC,Silicom Ltd.,Communication Equipment,249.17M
SILK,Silk Road Medical Inc,Medical Devices,1.17B
SILO,Silo Pharma Inc.,Biotechnology,9.01M
SILV,SilverCrest Metals Inc.,Other Precious Metals & Mining,959.95M
SIM,Grupo Simec SAB de CV,Steel,5.11B
SIMO,Silicon Motion Technology Corporation,Semiconductors,2.15B
SINT,Sintx Technologies Inc.,Medical Devices,5.87M
SIRI,Sirius XM Holdings Inc.,Entertainment,13.85B
SISI,Shineco Inc.,Drug Manufacturers - Specialty & Generic,10.13M
SITC,SITE Centers Corp.,REIT - Retail,2.62B
SITE,SiteOne Landscape Supply Inc.,Industrial Distribution,6.47B
SITM,SiTime Corporation,Semiconductors,2.24B
SIX,Six Flags Entertainment Corporation,Leisure,2.24B
SJ,Scienjoy Holding Corporation,Broadcasting,167.20M
SJM,The J. M. Smucker Company,Packaged Foods,15.89B
SJT,San Juan Basin Royalty Trust,Oil & Gas E&P,389.65M
SJW,SJW Group,Utilities - Regulated Water,2.41B
SKE,Skeena Resources Limited,Other Industrial Metals & Mining,475.21M
SKGR,SK Growth Opportunities Corporation,Shell Companies,276.93M
SKIL,Skillsoft Corp.,Education & Training Services,263.11M
SKIN,The Beauty Health Company,Household & Personal Products,1.10B
SKLZ,Skillz Inc.,Electronic Gaming & Multimedia,206.83M
SKM,SK Telecom Co.Ltd,Telecom Services,8.20B
SKT,Tanger Factory Outlet Centers Inc.,REIT - Retail,2.21B
SKWD,Skyward Specialty Insurance Group Inc.,Insurance - Property & Casualty,887.98M
SKX,Skechers U.S.A. Inc.,Footwear & Accessories,8.04B
SKY,Skyline Champion Corporation,Residential Construction,3.56B
SKYH,Sky Harbour Group Corporation,Aerospace & Defense,289.78M
SKYT,SkyWater Technology Inc.,Semiconductors,461.17M
SKYW,SkyWest Inc.,Airlines,1.44B
SKYX,SKYX Platforms Corp.,Electrical Equipment & Parts,282.38M
SLAB,Silicon Laboratories Inc.,Semiconductors,4.67B
SLAC,Social Leverage Acquisition Corp I,Shell Companies,105.03M
SLAM,Slam Corp.,Shell Companies,418.55M
SLB,Schlumberger Limited,Oil & Gas Equipment & Services,66.66B
SLCA,U.S. Silica Holdings Inc.,Oil & Gas Equipment & Services,963.30M
SLDB,Solid Biosciences Inc.,Biotechnology,123.29M
SLDP,Solid Power Inc.,Electrical Equipment & Parts,398.34M
SLF,Sun Life Financial Inc.,Insurance - Diversified,29.45B
SLG,SL Green Realty Corp.,REIT - Office,1.53B
SLGC,SomaLogic Inc.,Health Information Services,625.86M
SLGG,Super League Gaming Inc.,Internet Content & Information,23.81M
SLGL,Sol-Gel Technologies Ltd.,Biotechnology,77.95M
SLGN,Silgan Holdings Inc.,Packaging & Containers,5.05B
SLI,Standard Lithium Ltd.,Other Industrial Metals & Mining,741.97M
SLM,SLM Corporation,Credit Services,3.94B
SLN,Silence Therapeutics plc,Biotechnology,194.16M
SLNA,Selina Hospitality PLC,Resorts & Casinos,113.39M
SLND,Southland Holdings Inc.,Engineering & Construction,380.35M
SLNG,Stabilis Solutions Inc.,Oil & Gas Integrated,78.90M
SLNH,Soluna Holdings Inc.,Scientific & Technical Instruments,6.26M
SLNO,Soleno Therapeutics Inc.,Biotechnology,48.60M
SLP,Simulations Plus Inc.,Health Information Services,946.11M
SLQT,SelectQuote Inc.,Insurance Brokers,311.65M
SLRC,SLR Investment Corp.,Asset Management,779.04M
SLRN,Acelyrin Inc.,Biotechnology,1.63B
SLRX,Salarius Pharmaceuticals Inc.,Biotechnology,5.40M
SLS,SELLAS Life Sciences Group Inc.,Biotechnology,48.47M
SLVM,Sylvamo Corporation,Paper & Paper Products,1.74B
SLVR,SILVERspac Inc.,Shell Companies,321.91M
SM,SM Energy Company,Oil & Gas E&P,3.40B
SMAP,SportsMap Tech Acquisition Corp.,Shell Companies,54.55M
SMAR,Smartsheet Inc.,Software - Application,6.46B
SMBC,Southern Missouri Bancorp Inc.,Banks - Regional,440.42M
SMBK,SmartFinancial Inc.,Banks - Regional,376.98M
SMCI,Super Micro Computer Inc.,Computer Hardware,11.65B
SMFG,Sumitomo Mitsui Financial Group Inc.,Banks - Diversified,55.51B
SMFL,Smart for Life Inc.,Packaged Foods,2.66M
SMG,The Scotts Miracle-Gro Company,Agricultural Inputs,3.74B
SMHI,SEACOR Marine Holdings Inc.,Marine Shipping,250.37M
SMID,Smith-Midland Corporation,Building Materials,93.30M
SMLP,Summit Midstream Partners LP,Oil & Gas Midstream,160.60M
SMLR,Semler Scientific Inc.,Medical Devices,192.87M
SMMF,Summit Financial Group Inc.,Banks - Regional,297.04M
SMMT,Summit Therapeutics Inc.,Biotechnology,1.26B
SMP,Standard Motor Products Inc.,Auto Parts,804.41M
SMPL,The Simply Good Foods Company,Packaged Foods,3.66B
SMR,NuScale Power Corporation,Utilities - Renewable,540.28M
SMRT,SmartRent Inc.,Software - Application,704.09M
SMSI,Smith Micro Software Inc.,Software - Application,75.57M
SMTC,Semtech Corporation,Semiconductors,1.45B
SMTI,Sanara MedTech Inc.,Medical Instruments & Supplies,311.83M
SMWB,Similarweb Ltd.,Internet Content & Information,520.55M
SMX,SMX (Security Matters) PLC,Specialty Business Services,23.94M
SNA,Snap-on Incorporated,Tools & Accessories,13.75B
SNAL,Snail Inc.,Electronic Gaming & Multimedia,58.64M
SNAP,Snap Inc.,Internet Content & Information,16.67B
SNAX,Stryve Foods Inc.,Packaged Foods,30.48M
SNBR,Sleep Number Corporation,'''Furnishings, Fixtures & Appliances''',440.13M
SNCE,Science 37 Holdings Inc.,Health Information Services,30.36M
SNCR,Synchronoss Technologies Inc.,Software - Infrastructure,94.43M
SNCY,Sun Country Airlines Holdings Inc.,Airlines,1.09B
SND,Smart Sand Inc.,Oil & Gas Equipment & Services,64.88M
SNDA,Sonida Senior Living Inc.,Medical Care Facilities,59.72M
SNDL,SNDL Inc.,Drug Manufacturers - Specialty & Generic,384.80M
SNDR,Schneider National Inc.,Trucking,4.75B
SNDX,Syndax Pharmaceuticals Inc.,Biotechnology,1.41B
SNES,SenesTech Inc.,Specialty Chemicals,3.74M
SNEX,StoneX Group Inc.,Capital Markets,1.74B
SNFCA,Security National Financial Corporation,Mortgage Finance,180.61M
SNGX,Soligenix Inc.,Biotechnology,5.84M
SNMP,Evolve Transition Infrastructure LP,Oil & Gas Midstream,15.57M
SNN,Smith & Nephew plc,Medical Devices,13.21B
SNOA,Sonoma Pharmaceuticals Inc.,Drug Manufacturers - Specialty & Generic,4.46M
SNOW,Snowflake Inc.,Software - Application,57.10B
SNPO,Snap One Holdings Corp.,Electronics & Computer Distribution,687.52M
SNPS,Synopsys Inc.,Software - Infrastructure,68.37B
SNPX,Synaptogenix Inc.,Biotechnology,6.04M
SNRH,Senior Connect Acquisition Corp. I,Shell Companies,116.19M
SNSE,Sensei Biotherapeutics Inc.,Biotechnology,43.68M
SNT,Senstar Technologies Ltd.,Security & Protection Services,33.10M
SNTG,Sentage Holdings Inc.,Credit Services,6.70M
SNTI,Senti Biosciences Inc.,Biotechnology,41.07M
SNV,Synovus Financial Corp.,Banks - Regional,4.33B
SNX,TD SYNNEX Corporation,Electronics & Computer Distribution,8.70B
SNY,Sanofi,Drug Manufacturers - General,127.41B
SO,The Southern Company,Utilities - Regulated Electric,75.73B
SOBR,SOBR Safe Inc.,Scientific & Technical Instruments,31.82M
SOFI,SoFi Technologies Inc.,Credit Services,6.61B
SOFO,Sonic Foundry Inc.,Software - Application,10.17M
SOHO,Sotherly Hotels Inc.,REIT - Hotel & Motel,72.31M
SOHU,Sohu.com Limited,Electronic Gaming & Multimedia,400.46M
SOI,Solaris Oilfield Infrastructure Inc.,Oil & Gas Equipment & Services,373.23M
SOL,ReneSola Ltd,Solar,257.80M
SOLO,Electrameccanica Vehicles Corp.,Auto Manufacturers,64.42M
SON,Sonoco Products Company,Packaging & Containers,6.04B
SOND,Sonder Holdings Inc.,Lodging,164.70M
SONM,Sonim Technologies Inc.,Communication Equipment,42.64M
SONN,Sonnet BioTherapeutics Holdings Inc.,Biotechnology,13.80M
SONO,Sonos Inc.,Consumer Electronics,1.88B
SONX,Sonendo Inc.,Medical Devices,62.57M
SONY,Sony Group Corporation,Consumer Electronics,121.00B
SOPA,Society Pass Incorporated,Software - Application,16.97M
SOPH,SOPHiA GENETICS SA,Health Information Services,284.96M
SOS,SOS Limited,Software - Infrastructure,25.27M
SOTK,Sono-Tek Corporation,Scientific & Technical Instruments,85.64M
SOUN,SoundHound AI Inc.,Software - Application,629.16M
SOVO,Sovos Brands Inc.,Packaged Foods,1.93B
SP,SP Plus Corporation,Specialty Business Services,743.43M
SPB,Spectrum Brands Holdings Inc.,Household & Personal Products,3.03B
SPCB,SuperCom Ltd.,Security & Protection Services,5.69M
SPCE,Virgin Galactic Holdings Inc.,Aerospace & Defense,1.08B
SPCM,Sound Point Acquisition Corp I Ltd,Shell Companies,343.49M
SPFI,South Plains Financial Inc.,Banks - Regional,403.89M
SPG,Simon Property Group Inc.,REIT - Retail,39.86B
SPGI,S&P Global Inc.,Financial Data & Stock Exchanges,120.63B
SPH,Suburban Propane Partners L.P.,Utilities - Regulated Gas,949.89M
SPHR,Sphere Entertainment Co.,Entertainment,847.69M
SPI,SPI Energy Co. Ltd.,Solar,40.59M
SPIR,Spire Global Inc.,Specialty Business Services,103.62M
SPLK,Splunk Inc.,Software - Infrastructure,17.04B
SPLP,Steel Partners Holdings L.P.,Conglomerates,950.64M
SPNS,Sapiens International Corporation N.V.,Software - Application,1.40B
SPNT,SiriusPoint Ltd.,Insurance - Reinsurance,1.54B
SPOK,Spok Holdings Inc.,Health Information Services,242.59M
SPOT,Spotify Technology S.A.,Internet Content & Information,29.35B
SPPI,Spectrum Pharmaceuticals Inc.,Biotechnology,227.84M
SPR,Spirit AeroSystems Holdings Inc.,Aerospace & Defense,3.00B
SPRB,Spruce Biosciences Inc.,Biotechnology,92.81M
SPRC,SciSparc Ltd.,Biotechnology,4.50M
SPRO,Spero Therapeutics Inc.,Biotechnology,95.68M
SPRU,Spruce Power Holding Corporation,Solar,117.82M
SPRY,ARS Pharmaceuticals Inc.,Biotechnology,686.17M
SPSC,SPS Commerce Inc.,Software - Infrastructure,5.94B
SPT,Sprout Social Inc.,Software - Application,2.40B
SPTN,SpartanNash Company,Food Distribution,788.43M
SPWH,'Sportsman''s Warehouse Holdings Inc.',Specialty Retail,180.53M
SPWR,SunPower Corporation,Solar,1.91B
SPXC,SPX Technologies Inc.,Specialty Industrial Machinery,3.74B
SQ,Block Inc.,Software - Infrastructure,38.39B
SQFT,Presidio Property Trust Inc.,REIT - Diversified,11.12M
SQL,SeqLL Inc.,Diagnostics & Research,6.42M
SQM,Sociedad Química y Minera de Chile S.A.,Specialty Chemicals,19.51B
SQNS,Sequans Communications S.A.,Semiconductors,130.39M
SQSP,Squarespace Inc.,Software - Infrastructure,4.05B
SQZ,SQZ Biotechnologies Company,Biotechnology,17.69M
SR,Spire Inc.,Utilities - Regulated Gas,3.45B
SRAD,Sportradar Group AG,Software - Application,3.63B
SRC,Spirit Realty Capital Inc.,REIT - Diversified,5.63B
SRCE,1st Source Corporation,Banks - Regional,1.10B
SRCL,Stericycle Inc.,Waste Management,4.04B
SRDX,Surmodics Inc.,Medical Devices,268.81M
SRE,Sempra,Utilities - Diversified,45.49B
SRG,Seritage Growth Properties,REIT - Retail,440.39M
SRGA,Surgalign Holdings Inc.,Medical Devices,7.62M
SRI,Stoneridge Inc.,Auto Parts,481.48M
SRL,Scully Royalty Ltd.,Capital Markets,105.53M
SRPT,Sarepta Therapeutics Inc.,Biotechnology,11.66B
SRRK,Scholar Rock Holding Corporation,Biotechnology,340.41M
SRT,Startek Inc.,Information Technology Services,114.52M
SRTS,Sensus Healthcare Inc.,Medical Devices,44.27M
SRZN,Surrozen Inc.,Biotechnology,19.12M
SSB,SouthState Corporation,Banks - Regional,5.12B
SSBI,Summit State Bank,Banks - Regional,102.67M
SSBK,Southern States Bancshares Inc.,Banks - Regional,177.64M
SSD,Simpson Manufacturing Co. Inc.,Building Products & Equipment,5.40B
SSIC,Silver Spike Investment Corp.,Drug Manufacturers - Specialty & Generic,52.20M
SSKN,STRATA Skin Sciences Inc.,Medical Devices,33.84M
SSL,Sasol Limited,Specialty Chemicals,7.88B
SSNC,SS&C Technologies Holdings Inc.,Software - Application,14.10B
SSNT,SilverSun Technologies Inc.,Software - Application,16.71M
SSP,The E.W. Scripps Company,Broadcasting,693.87M
SSRM,SSR Mining Inc.,Gold,3.09B
SSSS,SuRo Capital Corp.,Asset Management,83.11M
SST,System1 Inc.,Specialty Business Services,460.94M
SSTI,ShotSpotter Inc.,Software - Application,303.68M
SSTK,Shutterstock Inc.,Internet Content & Information,1.81B
SSU,SIGNA Sports United N.V.,Specialty Retail,1.18B
SSY,SunLink Health Systems Inc.,Pharmaceutical Retailers,6.91M
SSYS,Stratasys Ltd.,Computer Hardware,1.09B
ST,Sensata Technologies Holding plc,Scientific & Technical Instruments,6.57B
STAA,STAAR Surgical Company,Medical Instruments & Supplies,2.79B
STAF,Staffing 360 Solutions Inc.,Staffing & Employment Services,4.31M
STAG,STAG Industrial Inc.,REIT - Industrial,6.44B
STBA,S&T Bancorp Inc.,Banks - Regional,1.14B
STBX,Starbox Group Holdings Ltd.,Internet Content & Information,158.23M
STC,Stewart Information Services Corporation,Insurance - Property & Casualty,1.22B
STCN,Steel Connect Inc.,Advertising Agencies,52.17M
STE,STERIS plc,Medical Devices,20.27B
STEL,Stellar Bancorp Inc.,Banks - Regional,1.35B
STEM,Stem Inc.,Software - Infrastructure,844.52M
STEP,StepStone Group Inc.,Asset Management,2.58B
STER,Sterling Check Corp.,Software - Infrastructure,1.44B
STET,ST Energy Transition I Ltd.,Shell Companies,316.06M
STG,Sunlands Technology Group,Education & Training Services,45.16M
STGW,Stagwell Inc.,Advertising Agencies,2.89B
STHO,Star Holdings,Real Estate Services,212.45M
STIM,Neuronetics Inc.,Diagnostics & Research,77.24M
STIX,Semantix Inc.,Software - Application,178.50M
STKH,Steakholder Foods Ltd.,Packaged Foods,14.82M
STKL,SunOpta Inc.,Packaged Foods,829.55M
STKS,The ONE Group Hospitality Inc.,Restaurants,226.99M
STLA,Stellantis N.V.,Auto Manufacturers,49.60B
STLD,Steel Dynamics Inc.,Steel,16.52B
STM,STMicroelectronics N.V.,Semiconductors,40.42B
Symbol ,Company Name ,Industry ,Market Cap
STN,Stantec Inc.,Engineering & Construction,6.72B
STNE,StoneCo Ltd.,Software - Infrastructure,3.82B
STNG,Scorpio Tankers Inc.,Oil & Gas Midstream,2.73B
STOK,Stoke Therapeutics Inc.,Biotechnology,537.77M
STR,Sitio Royalties Corp.,Other Industrial Metals & Mining,4.06B
STRA,Strategic Education Inc.,Education & Training Services,1.93B
STRC,Sarcos Technology and Robotics Corporation,Computer Hardware,54.44M
STRL,Sterling Infrastructure Inc.,Engineering & Construction,1.51B
STRM,Streamline Health Solutions Inc.,Health Information Services,89.09M
STRO,Sutro Biopharma Inc.,Biotechnology,285.17M
STRR,Star Equity Holdings Inc.,Diagnostics & Research,16.18M
STRS,Stratus Properties Inc.,Real Estate - Diversified,180.58M
STRT,Strattec Security Corporation,Auto Parts,74.94M
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,372.73M
STSA,Satsuma Pharmaceuticals Inc.,Biotechnology,34.81M
STSS,Sharps Technology Inc.,Medical Instruments & Supplies,11.64M
STT,State Street Corporation,Asset Management,23.92B
STTK,Shattuck Labs Inc.,Biotechnology,120.19M
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,7.54B
STWD,Starwood Property Trust Inc.,REIT - Mortgage,5.92B
STX,Seagate Technology Holdings plc,Computer Hardware,12.88B
STXS,Stereotaxis Inc.,Medical Instruments & Supplies,179.11M
STZ,Constellation Brands Inc.,Beverages - Wineries & Distilleries,44.97B
SU,Suncor Energy Inc.,Oil & Gas Integrated,38.28B
SUAC,ShoulderUp Technology Acquisition Corp.,Shell Companies,434.30M
SUI,Sun Communities Inc.,REIT - Residential,17.17B
SUM,Summit Materials Inc.,Building Materials,3.99B
SUN,Sunoco LP,Oil & Gas Refining & Marketing,3.70B
SUNL,Sunlight Financial Holdings Inc.,Credit Services,52.25M
SUNW,Sunworks Inc.,Solar,58.25M
SUP,Superior Industries International Inc.,Auto Parts,101.59M
SUPN,Supernus Pharmaceuticals Inc.,Drug Manufacturers - Specialty & Generic,1.83B
SUPV,Grupo Supervielle S.A.,Banks - Regional,408.74M
SURF,Surface Oncology Inc.,Biotechnology,46.52M
SURG,SurgePays Inc.,Software - Application,106.78M
SUZ,Suzano S.A.,Paper & Paper Products,12.20B
SVC,Service Properties Trust,REIT - Hotel & Motel,1.46B
SVFD,Save Foods Inc.,Agricultural Inputs,3.90M
SVII,Spring Valley Acquisition Corp. II,Shell Companies,322.61M
SVM,Silvercorp Metals Inc.,Silver,575.20M
SVRA,Savara Inc.,Biotechnology,330.79M
SVRE,SaverOne 2014 Ltd,Scientific & Technical Instruments,7.86M
SVT,Servotronics Inc.,Electrical Equipment & Parts,31.26M
SVVC,Firsthand Technology Value Fund Inc.,Asset Management,5.76M
SWAG,Stran & Company Inc.,Shell Companies,181.08M
SWAV,ShockWave Medical Inc.,Medical Devices,10.59B
SWBI,Smith & Wesson Brands Inc.,Aerospace & Defense,555.83M
SWI,SolarWinds Corporation,Software - Infrastructure,1.58B
SWIM,Latham Group Inc.,Building Products & Equipment,428.16M
SWK,Stanley Black & Decker Inc.,Tools & Accessories,12.36B
SWKH,SWK Holdings Corporation,Asset Management,223.37M
SWKS,Skyworks Solutions Inc.,Semiconductors,16.73B
SWN,Southwestern Energy Company,Oil & Gas E&P,5.46B
SWSS,Springwater Special Situations Corp.,Shell Companies,75.81M
SWTX,SpringWorks Therapeutics Inc.,Biotechnology,1.71B
SWVL,Swvl Holdings Corp.,Software - Application,6.43M
SWX,Southwest Gas Holdings Inc.,Utilities - Regulated Gas,4.27B
SXC,SunCoke Energy Inc.,Coking Coal,613.67M
SXI,Standex International Corporation,Specialty Industrial Machinery,1.71B
SXT,Sensient Technologies Corporation,Specialty Chemicals,3.26B
SXTC,China SXT Pharmaceuticals Inc.,Drug Manufacturers - Specialty & Generic,2.38M
SY,So-Young International Inc.,Health Information Services,222.97M
SYBT,Stock Yards Bancorp Inc.,Banks - Regional,1.37B
SYBX,Synlogic Inc.,Biotechnology,38.88M
SYF,Synchrony Financial,Credit Services,14.16B
SYK,Stryker Corporation,Medical Devices,105.64B
SYM,Symbotic Inc.,Shell Companies,18.57B
SYNA,Synaptics Incorporated,Semiconductors,3.27B
SYNH,Syneos Health Inc.,Diagnostics & Research,4.31B
SYPR,Sypris Solutions Inc.,Auto Parts,43.46M
SYRS,Syros Pharmaceuticals Inc.,Biotechnology,76.82M
SYT,SYLA Technologies Co. Ltd.,Software - Application,1.76M
SYTA,Siyata Mobile Inc.,Communication Equipment,6.29M
SYY,Sysco Corporation,Food Distribution,36.87B
SZZL,Sizzle Acquisition Corp.,Shell Companies,113.89M
T,AT&T Inc.,Telecom Services,108.74B
TA,TravelCenters of America Inc.,Specialty Retail,1.30B
